employee_id,employee_name,age,gender,blood_group,department,designation,division,basic_salary,bonus,total_salary,phone,join_date,attendance_pct,email,nid,experience_yrs
EMP04593,Monira Khatun,25,Female,B-,Admin,Trainee,Sylhet,6123,832,7396,01833741928,07/10/19,98.7,monira.khatun95@gmail.com,9395531667930,12.7
EMP04594,Amena Sarker,41,Male,O-,Quality Control,Line Chief,Khulna,"৳26,213",2912,29125,01810685155,2018-03-20,89.1,amena.sarker49@gmail.com,4227340234885,2.3
EMP04595,Mofiz Sheikh,46,Female,O+,Finishing,Machine Mechanic,Gazipur,17820,2647,20467,01910519081,"October 14, 2020",75.2,mofiz.sheikh27@gmail.com,2419950361831,9.4
EMP04596,Sumaiya Islam,20,Male,B+,Maintenance,Asst. Manager,Chattogram,53551,7026,60577,01917331902,2019-02-17,81.6,sumaiya.islam94@gmail.com,5965403955841,10.7
EMP04597,Faruk Miah,50,Male,O-,Cutting,Floor In-charge,Sylhet,"৳26,972",2590,29562,01710-347838,11/08/19,82.1,faruk.miah54@gmail.com,9899538673457,14.3
EMP04598,AMENA HOSSAIN,34,Male,AB+,Store,Line Chief,Dhaka,24275,1266,25541,01935526949,19/01/20,94.4,amena.hossain67@gmail.com,3088551871726,11.3
EMP04599,Hasina Khatun,49,Female,B-,Washing,Asst. Manager,Dhaka,53395,6218,59613,01772243570,30-04-2022,94.6,hasina.khatun73@gmail.com,,11.4
EMP04600,Hasina Islam,28,Male,A+,Embroidery,Supervisor,Chattogram,23081,1357,24438,01962108548,2021-08-04,80.9,hasina.islam3@gmail.com,1868398222531,4.2
EMP04601,Habib Begum,42,Male,O+,sewing,Supervisor,Dhaka,18738,2482,21220,01735938050,2021-04-29,93.1,habib.begum3@gmail.com,2396548155262,5.0
EMP04602,  Selim Sheikh  ,55,Male,O+,Packing,Asst. Manager,Chattogram,52719,6964,59683,01845435544,02-12-2018,92.7,selim.sheikh15@gmail.com,5642573006666,14.4
EMP04603,Nadia Khatun,36,Male,B+,Washng,Operator,Khulana,,1208,12718,+8801851927745,2021-05-06,80.2,nadia.khatun4@gmail.com,4588637965203,4.4
EMP04604,Md. Rahim Hawladar,33,Female,AB+,QUALITY CONTROL,Operator,Khulna,"৳9,502",603,10105,01855210793,2022/08/25,95.6,,4293916339750,9.3
EMP04605,monira akter,23,Female,B+,Admin,Machine Mechanic,Khulna,17863,938,18413,01895335656,2018-02-23,81.9,monira.akter74@gmail.com,2299519274255,6.1
EMP04606,nadia miah,22,Female,B+,Maintenance,Quality Inspector,chittagong,12445,1712,14157,01889051306,2020-01-02,76.9,nadia.miah31@gmail.com,1329776221932,11.5
E-4607,Md. Rahim Biswas,29,Female,B+,Quality Control,Floor In-charge,Sylhet,27428,2002,29430,01795449067,"April 25, 2022",86.5,md..biswas9@gmail.com,9152635418303,10.8
EMP04608,Sumaiya Talukder,33,Female,O+,Admin,Machine Mechanic,Khulna,17671,1904,19575,01756577619,2020-09-09,77.0,sumaiya.talukder78@gmail.com,2176877005958,0.6
EMP04609,Habib Mondal,53,,B-,Maintenance,,Narayanganj,14261,1495,15756,01747533549,2018-08-21,86.9,habib.mondal12@gmail.com,4867408450621,13.4
EMP04610,Belal Akter,20,Female,O-,Maintenance,,Narayanganj,51133,5573,56706,01840868402,2018/11/30,82.6,belal.akter41@gmail.com,2583917055521,6.0
EMP04611,Nasrin Khatun,49,Male,O-,store,Supervisor,Dhaka,19045,1845,20890,01890658461,"April 21, 2021",86.2,nasrin.khatun2@gmail.com,7482763464580,2.6
EMP04612,Rashid Khatun,34,Male,AB+,Embroidery,Senior Operator,Dhaka,14207,852,,01921531702,12/02/20,100.0,rashid.khatun16@gmail.com,8028595407684,13.4
EMP04613,Mofiz Akter,30,Male,O-,FINISHING,Floor In-charge,rajshahi,26748,2130,28878,01993127441,09-12-2020,86.3,mofiz.akter67@gmail.com,3280123751154,1.9
EMP04614,Mofiz Biswas,45,Male,O-,Cutting,Quality Inspector,Chittagong,12677,933,13610,01840-328814,15/02/18,94.6,mofiz.biswas21@gmail.com,7121984354921,0.4
EMP04615,  Rashid Biswas  ,44,Male,O+,Washing,Quality Inspector,Chattogram,14682,2061,,01723325665,2020-08-09,86.0,rashid.biswas23@gmail.com,8789763824395,14.2
EMP04616,Md. Rahim Sheikh,25,Female,A-,WASHING,Line Chief,Narayanganj,"৳26,702",3220,29922,+8801784751803,2018-11-22,96.7,md..sheikh61@gmail.com,6699072736325,2.7
EMP04617,Shirina Talukder,53,Female,O+,Quality Control,Senior Operator,Gazipur,15344,1117,16461,01736025254,2019-06-04,93.7,shirina.talukder59@gmail.com,7184001017522,10.6
EMP04618,Lovely Sarker,31,Female,A+,Pakcing,Machine Mechanic,Dhaka,15354,795,16149,01799692717,2018-11-13,76.1,lovely.sarker51@gmail.com,8110161958779,10.4
EMP04619,Kulsum Talukder,35,Female,A-,EMBROIDERY,Machine Mechanic,Gazipur,13519,1602,15121,01715580422,"February 01, 2018",-10,kulsum.talukder74@gmail.com,5337161614785,0.7
E-4620,Amena Uddin,43,Female,AB-,qc,Operator,chittagong,13190.00,941,14131,01958206588,2022-09-25,88.3,amena.uddin90@gmail.com,4298385842643,10.9
EMP04621,Sumaiya Ali,34,Male,B-,Maintenance,Floor In-charge,Chattogram,25591,2613,28601,01877969562,2018-09-26,89.2,sumaiya.ali38@gmail.com,1806095502677,9.3
EMP04622,Nasrin Sarker,22,Male,B-,Embroidery,Line Chief,CTG,21505,2805,24310,01912336048,02-03-2018,76.3,nasrin.sarker52@gmail.com,5508524327171,5.0
EMP04623,sohel talukder,49,Male,O-,stores,Trainee,Narayanganj,6723 taka,614,7337,01892350528,16/02/20,89.6,sohel.talukder40@gmail.com,4162144948415,10.3
EMP04624,সুমাইয়া Islam,46,Female,A-,MAINTENANCE,Machine Mechanic,sylhet,12091,980,13071,01714366945,2021/07/20,91.5,abdul.sheikh19@gmail.com,1064807127709,8.7
EMP04625,SUMAIYA HOSSAIN,52,Female,AB+,Admin,Senior Operator,Rajshahi,16629,2291,18920,01761256022,2021-01-22,,sumaiya.hossain55@gmail.com,7576754939285,12.4
EMP04626,Mofiz Sarker,28,Female,O+,Embroidery,Asst. Manager,RAJSHAHI,52393.00,7370,59763,01840362401,03-08-2022,93.1,mofiz.sarker46@gmail.com,9020454009012,9.0
EMP04627,Shirina Hossain,50,Male,A-,Store,Line Chief,Chattogram,25470,1404,26874,01783-594943,04/01/21,99.3,shirina.hossain30@gmail.com,9341607486020,2.6
EMP04628,Kulsum Talukder,39,Female,A-,Cuttng,Floor In-charge,Sylhet,31576,4526,36102,01811079253,2022-10-24,87.0,kulsum.talukder7@gmail.com,8523061806690,14.1
EMP04629,Anwar Hawladar,18,Female,A+,STORE,Asst. Manager,sylhet,37090,4220,41310,01765827483,2018-03-26,82.0,anwar.hawladar88@gmail.com,8784804171146,12.4
EMP04630,Kulsum Uddin,54,Male,A+,Admin,Asst. Manager,Gazipur,45122,3136,48258,+8801924810933,2018-11-24,,kulsum.uddin15@gmail.com,8073800391203,6.4
EMP04631,Shirina Miah,37,Male,O-,Administration,Asst. Manager,GAZIPUR,41356,4432,45788,01911718785,"July 14, 2020",87.8,shirina.miah92@gmail.com,5442069646673,10.2
EMP04632,Amena Miah,29,Male,A+,MTN,Operator,sylhet,12133,959,13092,01861519811,2019/05/20,87.5,amena.miah19@gmail.com,3180608756195,0.9
EMP04633,Roksana Ali,33,Male,B-,CUTTING,Operator,Narayanganj,13464,1241,14705,01761099814,12-04-2021,96.3,roksana.ali7@gmail.com,3848120860184,0.9
EMP04634,Roksana Akter,20,Female,B-,Store,Machine Mechanic,Chattogram,13428,1730,15158,01828515896,2022-11-05,82.7,roksana.akter88@gmail.com,9819456997344,13.7
EMP04635,Faruk Akter,53,Female,AB+,Embroidery,Senior Operator,Dhaka,17780 taka,1656,19436,01713385229,12/10/19,94.1,faruk.akter15@gmail.com,4606333101928,8.2
EMP04636,Lovely Khan,25,Male,AB-,CUTTING,Quality Inspector,RAJSHAHI,13662,1858,15520,01714790761,2019-04-11,85.7,lovely.khan1@gmail.com,5713856288847,9.4
EMP04637,  JAMAL MONDAL  ,25,Female,B+,Finishing,Helper,Gazipur,8723,689,9119,01892694969,2022-08-21,86.2,jamal.mondal86@gmail.com,3348069265,10.4
EMP04638,Sumaiya Islam,31,Female,B-,Cuttng,Quality Inspector,Gazipur,14834,1572,,01726176793,2019-12-02,82.1,sumaiya.islam82@gmail.com,2792499586215,6.1
EMP04639,lovely uddin,35,Female,AB-,store,Asst. Manager,Rajshahi,39290,4782,44072,+8801939129678,28/05/18,93.5,lovely.uddin4@gmail.com,2325532807795,7.6
EMP04640,Hasina Talukder,34,Female,O+,Maintnance,Trainee,Dhaka,6306,393,6699,01740229221,2021-04-06,,hasina.talukder35@gmail.com,5619803115969,9.3
EMP04641,Selim Talukder,36,Male,A+,Sewing,Machine Mechanic,Dhaka,12659,1133,13792,01818535633,2020-02-06,,selim.talukder60@gmail.com,9055903630,4.6
E-4642,Hasina Hawladar,28,Male,A+,Packing,Operator,N.ganj,9839,605,10444,01788974863,2018-11-01,97.8,hasina.hawladar95@gmail.com,8617402622391,5.2
EMP04643,NADIA BISWAS,42,Female,O+,Maintnance,Line Chief,SYLHET,29825,4428,34253,01834361513,2020-09-09,,nadia.biswas91@gmail.com,8908861987596,7.7
EMP04644,Faruk Akter,52,Female,B-,Quality Control,Floor In-charge,Rajshahi,31604,1718,33322,01973294395,05/08/21,86.6,faruk.akter41@gmail.com,6205464801475,11.2
EMP04645,Nasrin Miah,48,Male,B-,admin,Machine Mechanic,N.ganj,16108,1458,17566,+8801814201320,2021-04-29,88.6,nasrin.miah21@gmail.com,6352154251438,1.5
EMP04646,ANWAR MIAH,32,Female,A+,FINISHING,Senior Operator,Chattogram,"৳13,476",1641,15117,01769220618,2021-10-12,82.6,anwar.miah1@gmail.com,6272852224083,0.2
EMP04647,Amena Khan,42,Female,,Sweing,Quality Inspector,Rajshahi,16570,904,17474,01876996065,"May 14, 2021",88.6,amena.khan89@gmail.com,8010036394447,7.6
EMP04648,Jamal Biswas,24,Female,B-,Store,Machine Mechanic,Sylhet,"৳14,702",1470,16172,01772625216,2018-07-10,81.9,jamal.biswas48@gmail.com,8845370062905,50
EMP04649,  Sumaiya Khan  ,,Female,O-,Finishing,Asst. Manager,Sylhet,54969,7040,62009,01892485544,2018-10-29,81.0,sumaiya.khan69@gmail.com,3742603743389,6.9
EMP04650,Anwar Sheikh,25,Female,O+,Quality Control,Senior Operator,Chattogram,"৳14,741",1658,16399,01945312866,07/04/20,85.5,anwar.sheikh32@gmail.com,9790005295033,11.1
EMP04651,Jamal Talukder,24,Male,O-,cutting,Senior Operator,Rajshahi,17512,1758,19270,01716319132,23-07-2020,94.4,jamal.talukder48@gmail.com,7319250105421,12.6
EMP04652,abdul karim talukder,36,Male,O-,Store,Quality Inspector,Dhaka,13647,1850,15497,,2020-03-28,79.6,abdul.talukder50@gmail.com,2906401363406,9.6
EMP04653,Belal Hawladar,54,Male,O+,Embroidery,Senior Operator,Khulna,13753,958,14711,not given,2021-03-21,85.2,belal.hawladar20@gmail.com,1143786829834,8.5
EMP04654,Sumaiya Biswas,42,Male,B-,Sewing,Trainee,Chattogram,7585,890,8475,01816399019,03/12/22,90.5,sumaiya.biswas27@gmail.com,3995747056007,1.4
EMP04655,MONIRA HAWLADAR,39,Male,O-,Maintenance,Asst. Manager,Dhaka,41456,5342,46932,01770809146,2021-05-15,77.4,monira.hawladar43@gmail.com,4123020720988,3.1
EMP04656,Amena Miah,41,Male,AB-,Quality Control,Machine Mechanic,Chattogram,17595,1462,19057,01973433179,2021-06-11,76.5,amena.miah28@gmail.com,3815214988122,1.8
EMP04657,Mamun Biswas,26,Male,B-,pack,Operator,Khulna,11929,1292,13221,01854869293,2022-02-27,83.4,mamun.biswas9@gmail.com,7551375516774,0.8
EMP04658,Mamun Khan,30,Male,A+,STORE,Floor In-charge,Chattogram,30218,4372,34590,01838-937366,10/07/18,80.4,mamun.khan99@gmail.com,9854255088576,13.5
EMP04659,Mamun Khatun,42,Male,B+,Quality Control,Machine Mechanic,Gazipur,14172 taka,1244,15416,01877011254,16-10-2020,76.0,mamun.khatun42@gmail.com,9797165005907,13.8
EMP04660,Monira Khan,45,Male,B-,Maintenance,Machine Mechanic,Rajshahi,15899,1324,17223,01817-621046,2019-11-24,94.9,monira.khan78@gmail.com,7816931805288,12.8
EMP04661,Roksana Ali,45,Male,B+,Sewing,Senior Operator,Rajshahi,14447,853,15300,01868293668,23-06-2018,81.8,roksana.ali44@gmail.com,4075532758690,4.6
EMP04662,Nadia Islam,,Female,O-,qc,Machine Mechanic,Chattogram,13448,1643,15091,01766308979,2022-02-02,75.4,nadia.islam89@gmail.com,8513321387109,8.8
EMP04663,belal begum,26,Female,O+,Washing,Quality Inspector,Rajshahi,12993,1614,14607,01869404047,2020-08-02,77.5,belal.begum11@gmail.com,9052573152021,10.0
EMP04664,Abdul Karim Begum,40,Female,A-,Quality Control,Helper,Gazipur,7113.00,911,8024,01758523464,2022-10-11,85.1,abdul.begum71@gmail.com,9537905824889,1.1
EMP04665,Hasina Khan,49,Female,AB+,Store,Machine Mechanic,narayanganj,14614,1299,15913,01898202287,2019-02-12,80.0,hasina.khan94@gmail.com,1497653974979,4.7
EMP04666,Jamal Uddin,39,Female,B+,Cutting,Operator,Chattogram,9914,623,10537,not given,2022/05/01,94.8,jamal.uddin90@gmail.com,5812173111342,2.5
EMP04667,Lovely Khan,22,Male,AB-,CUTTING,Asst. Manager,Sylhet,46845,4502,51347,01832238520,2018-12-29,88.6,lovely.khan42@gmail.com,9842257636696,2.1
EMP04668,Nasrin Hawladar,36,Female,AB-,Quality Control,Operator,Naraynganj,10226,668,10894,01793726762,2018-03-09,75.8,nasrin.hawladar77@gmail.com,6708345160914,14.6
EMP04669,Selim Khatun,33,Male,AB-,Embroidery,Operator,Gazipur,11316,1264,12580,01767995593,2021-07-16,86.6,selim.khatun3@gmail.com,6025319572747,14.3
EMP04670,কুলসুম Hawladar,42,Male,B+,Embroidery,Senior Operator,Rajshai,14731,1004,15735,01811838405,2022/07/18,93.6,monira.talukder90@gmail.com,6308623809796,6.1
EMP04671,nadia biswas,35,Female,A+,Store,Senior Operator,GAZIPUR,17166,1643,18809,01820317997,2018-07-19,85.4,nadia.biswas18@gmail.com,3835393289418,10.7
EMP04672,Selim Ali,22,Female,B+,Administration,Trainee,DHAKA,7380,388,7768,01956894395,2019-01-10,99.6,selim.ali59@gmail.com,8873690141640,4.8
EMP04673,Belal Uddin,43,Female,B+,Packing,Asst. Manager,Khulna,35063,4051,39114,01948245844,2018-06-07,97.0,belal.uddin19@gmail.com,3208453604988,8.2
EMP04674,Anwar Miah,21,Female,A-,Packing,Asst. Manager,Rajshahi,39781,2475,,01971906971,19/03/21,86.9,anwar.miah89@gmail.com,9325252654981,10.8
EMP04675,Md. Rahim Khan,28,Female,B+,Quality Control,Senior Operator,rajshahi,17374,2214,19588,01782828420,2021-10-30,91.6,md..khan9@gmail.com,9120037982932,9.2
EMP04676,Selim Miah,19,Male,O+,Store,Line Chief,Khulna,29157,2267,31424,01827819207,"August 27, 2019",89.8,selim.miah65@gmail.com,2196957139710,3.4
EMP04677,Nasrin Talukder,39,Male,AB-,Admin,Quality Inspector,Chattogram,14645 taka,1305,15950,01832595140,"January 18, 2020",75.9,nasrin.talukder88@gmail.com,6572713080015,14.0
EMP04678,Nadia Miah,18,Female,A+,cutting,Senior Operator,Gazipur,15998,1818,17816,01718845506,2021-05-16,94.7,nadia.miah49@gmail.com,2257746585570,4.1
EMP04679,Kulsum Hawladar,24,Male,,Store,Operator,Khulna,12035,1114,13149,01825-526906,2021-10-14,94.7,kulsum.hawladar64@gmail.com,5097051212172,1.5
EMP04680,Rashid Hawladar,40,Male,A+,Maintenance,Senior Operator,NARAYANGANJ,16412,1188,17600,,2021/02/01,94.8,rashid.hawladar37@gmail.com,7619660547240,6.7
EMP04681,Monira Biswas,37,Male,A+,admin,Asst. Manager,CHATTOGRAM,"৳53,898",2701,56599,01832424966,"May 25, 2019",77.0,monira.biswas73@gmail.com,4644473767603,14.0
EMP04682,habib khan,48,Female,A+,Sewing,Floor In-charge,Gazipur,31135,4125,35260,01923962177,02/03/20,86.3,habib.khan85@gmail.com,8205038546221,3.1
EMP04683,rashid uddin,52,Male,B+,washing,Helper,Khulna,7095,646,7741,01785537454,,94.2,rashid.uddin23@gmail.com,4307855370585,14.9
EMP04684,Belal Ali,40,Female,A-,sewing,Machine Mechanic,Rajshahi,15978.00,1989,17657,01840921581,"February 04, 2022",80.1,belal.ali74@gmail.com,3057691162642,12.2
EMP04685,Anwar Uddin,37,Male,B+,QUALITY CONTROL,Helper,Dhaka,8317,836,9153,+8801746093097,2021-09-28,81.5,anwar.uddin5@gmail.com,6378584556561,7.3
EMP04686,Mofiz Uddin,45,Male,AB+,Embroidery,Trainee,Khulna,7133,977,8110,01949763654,2021-02-09,,mofiz.uddin28@gmail.com,4554471513963,6.2
E-4687,Amena Miah,54,Female,AB+,Sweing,Helper,Rajshahi,7516,439,7955,01898304498,2020-04-15,81.2,amena.miah33@gmail.com,8408304777508,13.0
EMP04688,Shirina Talukder,21,Male,AB+,Finishing,Line Chief,Rajshahi,23551.00,1515,25066,01889315220,2018-05-05,94.4,shirina.talukder72@gmail.com,7077721673886,7.6
E-4689,Mamun Khatun,20,Male,AB-,Quality Control,Machine Mechanic,Dhaka,12664 taka,934,13598,01993537154,2021-09-15,79.2,mamun.khatun74@gmail.com,1624424920038,0.8
EMP04690,  Jamal Ali  ,39,Male,A+,Sewing,Operator,Sylhet,12271,654,13360,01710119377,08/04/21,92.6,jamal.ali43@gmail.com,1861397298115,6.5
EMP04691,Selim Hawladar,50,Male,AB-,FINISHING,Machine Mechanic,Chattogram,14166.00,1797,15963,+8801773872052,25-05-2019,96.4,selim.hawladar92@gmail.com,8767066154171,13.9
EMP04692,RUBEL ISLAM,49,Male,O-,Washing,Machine Mechanic,Sylhet,17456,1116,18572,01792383667,"January 01, 2022",76.7,rubel.islam93@gmail.com,8141933585644,13.4
EMP04693,Habib Sheikh,28,Female,AB+,Admn,Operator,Rajshahi,10552,1404,11956,01945660218,2021-09-26,91.6,habib.sheikh85@gmail.com,4400517304899,6.6
EMP04694,Mamun Sheikh,32,Female,AB+,Packing,Asst. Manager,Khulna,47286,4011,51297,01788217902,2019-09-12,78.8,mamun.sheikh27@gmail.com,9821917663439,10.9
EMP04695,Nasrin Sarker,20,Female,O+,QC,Operator,Naraynganj,11365,593,11958,01893504174,2019/06/09,90.9,nasrin.sarker23@gmail.com,1950846684827,2.1
EMP04696,Md. Rahim Khatun,51,Male,AB+,Quality Control,Operator,Syhlet,9714,756,10470,01925210099,2021-02-20,98.4,md..khatun72@gmail.com,5498860776043,10.9
EMP04697,জামাল Hossain,54,Male,AB-,Store,Quality Inspector,Narayanganj,13988,1464,15452,01820171404,2019-06-17,93.1,mofiz.mondal66@gmail.com,4890377304324,4.6
EMP04698,Hasina Begum,41,Female,O+,Cutting,Operator,Narayanganj,13446,1782,15228,01964690744,"December 29, 2022",87.2,hasina.begum53@gmail.com,2279963466545,10.2
EMP04699,  Roksana Sheikh  ,25,Male,B+,Embroidery,Operator,Gazipur,10731,927,11658,01790592121,2021-12-23,75.8,roksana.sheikh47@gmail.com,4192372242883,3.8
EMP04700,Sumaiya Miah,34,Female,B+,Store,Operator,Chattogram,10073,1116,11189,01743212947,2022-05-09,96.9,sumaiya.miah21@gmail.com,4717194033509,0.8
EMP04701,Nadia Ali,45,Female,O+,pack,Quality Inspector,Dhaka,13558,793,14351,01811019595,"March 22, 2021",95.5,nadia.ali17@gmail.com,1763962622763,9.8
EMP04702,Sumaiya Akter,31,Male,A-,Maintenance,Line Chief,Dhaka,24711,3205,27916,01716043383,08/02/19,95.5,sumaiya.akter29@gmail.com,1973088863855,13.3
EMP04703,Nadia Ali,44,Male,B-,stores,Operator,DHAKA,"৳9,737",1264,11001,+8801992167281,2020-03-15,98.9,nadia.ali81@gmail.com,9691079397190,4.0
EMP04704,Md. Rahim Sarker,20,Male,O-,MAINTENANCE,Operator,Dhaka,11691 taka,1122,12813,01772296505,14-05-2021,97.3,md..sarker67@gmail.com,1471180136546,2.7
EMP04705,sharmin mondal,22,Female,B+,Strore,Supervisor,Sylhet,18360,1788,20148,01746-394602,14/05/19,78.9,sharmin.mondal50@gmail.com,7641958417,4.3
EMP04706,Faruk Sarker,22,Male,A+,Store,Senior Operator,Narayanganj,16934,1125,18059,01859221069,2022-06-16,92.0,faruk.sarker65@gmail.com,4390410653386,7.6
EMP04707,Monira Hossain,40,Female,AB+,Quality Control,Asst. Manager,Narayanganj,39358,4377,43735,01713513022,2018/09/25,89.9,monira.hossain19@gmail.com,8103690921,6.4
EMP04708,Selim Islam,28,Male,B+,Admin,,Khulana,28211,3608,31819,01913263113,26/11/21,81.5,selim.islam53@gmail.com,5893146474446,5.6
EMP04709,Habib Hawladar,25,Female,O+,Maintenance,Supervisor,Rajshahi,24094,2577,26671,01720839609,14/10/22,87.5,habib.hawladar45@gmail.com,7407336913321,6.5
EMP04710,Roksana Biswas,36,Male,AB+,Cutting,Floor In-charge,Chattogram,"৳25,482",1780,27262,01831257395,"January 09, 2021",77.4,roksana.biswas66@gmail.com,2734736809744,7.2
EMP04711,Monira Islam,24,Female,A-,Washing,Trainee,Chattogram,7126,761,7887,01836987466,"February 11, 2019",,monira.islam82@gmail.com,2780136928577,4.5
EMP04712,Shirina Mondal,23,Male,O-,Quality Control,Machine Mechanic,Narayanganj,"৳13,243",1844,15087,01845598439,2020/05/29,98.1,shirina.mondal83@gmail.com,1436411976094,3.3
EMP04713,Amena Khatun,37,Male,B-,cut,Trainee,Khulna,6620,855,7475,01899592722,2018-12-26,82.1,amena.khatun75@gmail.com,4362199719301,5.6
EMP04714,  Faruk Hossain  ,23,Male,O-,admin,Asst. Manager,N.ganj,"৳44,864",3134,47998,01926-555620,30/03/22,98.2,faruk.hossain55@gmail.com,4833809725804,9.5
EMP04715,Lovely Hawladar,54,Male,O+,Maintenance,Helper,Gazipur,7447,875,8322,01961-784851,2021-04-26,91.5,lovely.hawladar14@gmail.com,9212212544776,14.3
EMP04716,Hasina Sheikh,26,Female,O-,Packing,Quality Inspector,Dkha,"৳12,457",1290,13747,01975-282191,2021-06-23,87.0,hasina.sheikh42@gmail.com,9027323387423,1.6
EMP04717,Fatema Sarker,39,Female,AB-,Sewing,Supervisor,Sylhet,18681,1803,20484,01959348710,2018-11-18,83.1,fatema.sarker58@gmail.com,2081086769951,7.3
EMP04718,Abdul Karim Khatun,,Female,B-,Cutting,Asst. Manager,Chittagong,50909,5377,56481,01913100710,2022/06/30,97.7,abdul.khatun26@gmail.com,6965074793082,13.3
EMP04719,Abdul Karim Islam,23,Female,B-,Washing,Quality Inspector,Narayanganj,"৳14,324",1322,15646,+8801892250264,"January 21, 2018",88.1,abdul.islam82@gmail.com,7370038987809,1.4
EMP04720,Anwar Miah,,Male,A+,finish,Quality Inspector,SYLHET,13125,1775,,01976509878,2022-09-23,97.5,anwar.miah95@gmail.com,6111561866503,13.7
EMP04721,JAMAL AKTER,42,Male,O-,EMB,Senior Operator,Chattogram,16684,1036,17720,01942516502,2022-04-19,79.7,jamal.akter56@gmail.com,9360199039321,10.8
EMP04722,Nadia Mondal,33,Female,O-,qc,Floor In-charge,rajshahi,39764,4051,43815,01841916793,2018-01-18,97.8,nadia.mondal63@gmail.com,4166898003503,7.9
EMP04723,Nasrin Uddin,40,Male,O-,finish,Operator,Khulna,12814,1356,14170,01919-268456,2020-08-18,97.0,nasrin.uddin77@gmail.com,2588124138708,11.4
EMP04724,MONIRA BISWAS,34,Male,A-,MAINTENANCE,Trainee,Dhaka,6732,347,7079,01838815827,2019-01-07,94.7,monira.biswas70@gmail.com,1342055972730,2.6
EMP04725,Shirina Khatun,25,Female,B-,Embroidery,Floor In-charge,narayanganj,26900,2844,29744,01953522789,2020-06-15,80.4,shirina.khatun22@gmail.com,9508143785691,0.4
EMP04726,Shirina Sheikh,47,Female,AB+,Washing,Trainee,Dhaka,"৳6,166",494,6660,01980020298,2018-09-09,99.3,shirina.sheikh16@gmail.com,6578261313228,9.0
EMP04727,Amena Islam,34,Male,A-,Maintenance,Senior Operator,Gazipur,16744,1644,18009,01976804212,04/12/20,83.3,amena.islam75@gmail.com,7460327112,6.2
EMP04728,Nasrin Talukder,,Female,A-,Maintenance,Trainee,Rajshahi,7179,1034,8213,01949684761,23-04-2022,86.6,nasrin.talukder65@gmail.com,2923339147742,9.8
EMP04729,Sohel Sheikh,33,Female,A+,Packing,Floor In-charge,Narayanganj,31698,4167,35865,01769185411,2018-01-08,86.1,sohel.sheikh39@gmail.com,7135440311295,1.6
EMP04730,Mamun Miah,38,Male,B-,Cutting,Floor In-charge,Gazipur,37606.00,5402,43008,01886896482,22-01-2022,77.1,mamun.miah7@gmail.com,2567537689159,4.8
EMP04731,Md. Rahim Hawladar,27,Female,A+,Quality Control,Trainee,Khulna,7166,512,7678,01879-107952,2019-06-20,88.8,md..hawladar82@gmail.com,7894669404635,8.9
EMP04732,Sumaiya Mondal,22,Female,AB-,Sewing,Line Chief,Khulna,28167,2686,30853,01830676420,2020-11-28,75.1,sumaiya.mondal35@gmail.com,9079764962623,12.1
EMP04733,Hasina Sheikh,37,Male,,Admin,Operator,Rajshahi,12388,1302,13368,01929884823,2019-05-26,76.9,hasina.sheikh87@gmail.com,8194660169939,0.6
EMP04734,MAMUN SHEIKH,24,Female,AB+,Packing,Quality Inspector,Gazipur,14140,1879,16019,01869997438,2020-12-07,93.1,mamun.sheikh83@gmail.com,7777358985119,14.7
EMP04735,Sohel Miah,41,Female,A-,Pakcing,Trainee,CTG,6959,434,7024,,01-10-2019,86.5,sohel.miah75@gmail.com,3312983118785,7.1
EMP04736,ANWAR MIAH,55,Male,A+,Maintenance,Machine Mechanic,Dhaka,16392,2199,18591,01981897718,not recorded,88.2,anwar.miah92@gmail.com,4003175691342,11.8
EMP04737,হাসিনা Biswas,45,Female,A-,Packing,Supervisor,Khulna,20838,2920,23758,,09/08/21,83.3,monira.talukder43@gmail.com,6326795507807,6.9
EMP04738,ANWAR ISLAM,34,Male,AB-,Washng,Senior Operator,Dhaka,17968,982,18950,01728557682,06/05/18,88.5,anwar.islam44@gmail.com,1012884343542,11.0
EMP04739,মফিজ Akter,41,Male,AB+,Pakcing,Floor In-charge,Chattogram,38394 taka,4169,42563,01815619596,2021-04-12,88.5,habib.mondal80@gmail.com,5423605823356,12.4
EMP04740,Roksana Hawladar,54,Male,B+,Sewing,Floor In-charge,Rajshahi,27713 taka,3290,31003,01887716838,2020-08-15,87.0,roksana.hawladar29@gmail.com,8145902334128,7.0
EMP04741,mamun uddin,41,Male,A+,Maintenance,Senior Operator,Dhaka,15876,1297,17173,01957477271,2021-03-03,80.4,mamun.uddin91@gmail.com,6169032715240,9.6
EMP04742,Amena Miah,32,Male,O-,PACKING,Floor In-charge,Chattogram,0,4940,39463,01796351250,2021-01-02,88.5,amena.miah22@gmail.com,1574253404989,50
EMP04743,Shirina Miah,31,Female,AB-,Maintenance,Asst. Manager,Narayanganj,,2082,40618,01719-442642,2018-06-08,83.8,shirina.miah88@gmail.com,7180088041080,5.7
EMP04744,Shirina Islam,26,Male,A-,Quality Control,Line Chief,Gazipur,28266 taka,2252,30518,01986745940,23-07-2019,82.1,shirina.islam98@gmail.com,1095865538507,11.9
EMP04745,Kulsum Biswas,55,Male,A+,Quality Ctrl,Trainee,Rajshahi,6464,812,7276,01830309242,2020-07-20,90.7,kulsum.biswas33@gmail.com,7650217047528,14.2
